@relation cleaner

@attribute class {blood, cake, coffee, dressing, dust, fungus, glass, glue, grass, ink, lubricant, mud, oil, paper, paste, rot, sand, sauce, water, wine}
@attribute age numeric
@attribute class {floor, wood, carpet, carpetCotton}
@attribute class {airFreshener,alcohol,bakingSoda,cleaningMilk,dishSoap,floorSoap,fumigator,nothing,paste,soap,solvent,spray,vanish,vinegar,washingPowder,water}

@data
dust,79,carpetCotton,soap
dust,90,carpetCotton,soap
dust,74,floor,soap
dust,79,carpet,soap
dust,86,carpetCotton,soap
dust,74,carpetCotton,soap
dust,93,floor,soap
dust,85,carpet,soap
dust,100,carpet,soap
dust,76,carpet,soap
dust,100,carpetCotton,soap
dust,80,wood,soap
dust,93,carpetCotton,soap
dust,72,carpetCotton,soap
dust,74,wood,soap
dust,72,carpetCotton,soap
dust,98,floor,soap
dust,93,floor,soap
dust,95,wood,soap
dust,98,wood,soap
dust,89,carpet,soap
dust,71,carpetCotton,soap
dust,74,floor,soap
dust,83,floor,soap
dust,73,carpet,soap
dust,86,floor,soap
dust,96,floor,soap
dust,85,floor,soap
dust,90,carpet,soap
dust,79,floor,soap
dust,82,carpetCotton,soap
dust,81,carpetCotton,soap
dust,84,floor,soap
dust,91,floor,soap
dust,76,floor,soap
dust,73,carpet,soap
dust,88,wood,soap
dust,91,floor,soap
dust,99,wood,soap
dust,91,wood,soap
dust,78,carpet,soap
dust,83,carpetCotton,soap
dust,97,floor,soap
dust,79,wood,soap
dust,97,wood,soap
dust,91,carpet,soap
dust,90,carpetCotton,soap
dust,95,carpet,soap
dust,100,carpetCotton,soap
dust,80,wood,soap
dust,81,carpetCotton,soap
dust,78,carpetCotton,soap
dust,98,carpetCotton,soap
dust,84,floor,soap
dust,93,carpet,soap
dust,90,carpet,soap
dust,72,carpetCotton,soap
dust,81,wood,soap
dust,97,carpet,soap
dust,72,wood,soap
dust,82,floor,soap
dust,86,floor,soap
dust,98,carpetCotton,soap
dust,85,carpet,soap
dust,86,carpet,soap
dust,97,carpet,soap
dust,75,wood,soap
dust,100,floor,soap
dust,100,carpet,soap
dust,86,carpet,soap
dust,91,floor,soap
dust,71,carpet,soap
dust,96,carpet,soap
dust,82,carpetCotton,soap
dust,88,floor,soap
dust,96,carpet,soap
dust,86,carpet,soap
dust,97,carpetCotton,soap
dust,73,carpet,soap
dust,83,floor,soap
dust,80,carpetCotton,soap
dust,80,carpet,soap
dust,92,carpetCotton,soap
dust,77,floor,soap
dust,96,carpet,soap
dust,98,carpetCotton,soap
dust,94,wood,soap
dust,72,wood,soap
dust,87,carpetCotton,soap
dust,97,carpet,soap
dust,75,carpetCotton,soap
dust,93,wood,soap
dust,84,carpetCotton,soap
dust,100,floor,soap
dust,75,floor,soap
dust,93,carpet,soap
dust,78,wood,soap
dust,76,wood,soap
dust,74,wood,soap
dust,86,wood,soap
dust,98,floor,soap
dust,96,floor,soap
dust,94,wood,soap
dust,71,carpet,soap
dust,98,wood,soap
dust,75,carpet,soap
dust,91,wood,soap
dust,82,floor,soap
dust,86,wood,soap
dust,83,wood,soap
dust,94,wood,soap
dust,74,carpet,soap
dust,89,carpet,soap
dust,87,floor,soap
dust,92,wood,soap
dust,85,floor,soap
dust,80,floor,soap
dust,75,carpetCotton,soap
dust,79,floor,soap
dust,71,floor,soap
dust,74,carpetCotton,soap
dust,91,wood,soap
dust,72,floor,soap
dust,100,wood,soap
dust,88,carpetCotton,soap
dust,74,carpet,soap
dust,71,wood,soap
dust,84,carpet,soap
dust,78,wood,soap
dust,89,carpetCotton,soap
dust,96,carpet,soap
dust,96,floor,soap
dust,90,carpet,soap
dust,92,floor,soap
dust,87,floor,soap
dust,89,carpetCotton,soap
dust,99,carpetCotton,soap
dust,80,floor,soap
dust,82,carpet,soap
dust,87,carpet,soap
dust,89,carpetCotton,soap
dust,90,carpetCotton,soap
dust,79,floor,soap
dust,77,wood,soap
dust,87,floor,soap
dust,74,carpet,soap
dust,89,wood,soap
dust,98,carpetCotton,soap
dust,71,wood,soap
dust,84,carpetCotton,soap
dust,83,carpetCotton,soap
dust,90,wood,soap
dust,92,carpetCotton,soap
dust,87,floor,soap
dust,76,wood,soap
dust,81,floor,soap
dust,88,carpet,soap
dust,73,carpetCotton,soap
dust,79,carpetCotton,soap
dust,73,wood,soap
dust,81,carpet,soap
dust,96,floor,soap
dust,80,floor,soap
dust,89,carpetCotton,soap
dust,98,carpetCotton,soap
dust,77,carpet,soap
dust,79,floor,soap
dust,80,wood,soap
dust,94,floor,soap
dust,97,floor,soap
dust,87,floor,soap
dust,97,floor,soap
dust,92,carpet,soap
dust,78,carpetCotton,soap
dust,82,carpetCotton,soap
dust,79,carpet,soap
dust,100,wood,soap
dust,89,floor,soap
dust,83,floor,soap
dust,96,carpetCotton,soap
dust,79,floor,soap
dust,92,floor,soap
dust,100,wood,soap
dust,96,floor,soap
dust,77,carpet,soap
dust,74,floor,soap
dust,99,wood,soap
dust,84,wood,soap
dust,73,floor,soap
dust,77,wood,soap
dust,98,carpet,soap
dust,79,carpetCotton,soap
dust,90,carpetCotton,soap
dust,86,wood,soap
dust,96,carpet,soap
dust,93,wood,soap
dust,86,floor,soap
grass,1,carpetCotton,soap
grass,2,carpetCotton,soap
grass,3,floor,soap
grass,14,carpet,soap
grass,6,carpet,soap
grass,9,floor,soap
grass,13,floor,soap
grass,1,wood,soap
grass,9,carpet,soap
grass,0,carpetCotton,soap
grass,15,carpet,soap
grass,6,floor,soap
grass,6,wood,soap
grass,11,wood,soap
grass,5,floor,soap
grass,0,wood,soap
grass,2,carpet,soap
grass,5,carpetCotton,soap
grass,5,wood,soap
grass,10,carpetCotton,soap
grass,1,wood,soap
grass,11,carpetCotton,soap
grass,14,floor,soap
grass,2,carpet,soap
grass,8,floor,soap
grass,2,carpet,soap
grass,15,wood,soap
grass,7,wood,soap
grass,10,floor,soap
grass,5,carpet,soap
grass,11,wood,soap
grass,8,wood,soap
grass,9,wood,soap
grass,14,floor,soap
grass,4,carpetCotton,soap
grass,7,carpetCotton,soap
grass,1,carpetCotton,soap
grass,13,carpetCotton,soap
grass,11,carpet,soap
grass,9,floor,soap
grass,10,floor,soap
grass,11,carpet,soap
grass,2,carpet,soap
grass,15,wood,soap
grass,4,carpet,soap
grass,0,carpet,soap
grass,11,floor,soap
grass,12,floor,soap
grass,5,carpet,soap
grass,9,floor,soap
grass,5,floor,soap
grass,3,carpet,soap
grass,10,wood,soap
grass,7,wood,soap
grass,13,floor,soap
grass,14,floor,soap
grass,3,wood,soap
grass,10,wood,soap
grass,1,carpetCotton,soap
grass,2,carpetCotton,soap
grass,10,wood,soap
grass,4,wood,soap
grass,2,floor,soap
grass,7,carpetCotton,soap
grass,5,carpet,soap
grass,15,wood,soap
grass,9,wood,soap
grass,9,carpetCotton,soap
grass,13,wood,soap
grass,2,carpetCotton,soap
grass,6,carpet,soap
grass,5,carpetCotton,soap
grass,12,wood,soap
grass,11,wood,soap
grass,13,carpetCotton,soap
grass,13,carpet,soap
grass,1,floor,soap
grass,1,wood,soap
grass,0,floor,soap
grass,13,wood,soap
grass,14,wood,soap
grass,9,carpet,soap
grass,0,carpetCotton,soap
grass,9,wood,soap
grass,12,carpet,soap
grass,1,wood,soap
grass,13,carpet,soap
grass,4,carpet,soap
grass,6,carpetCotton,soap
grass,13,carpet,soap
grass,8,carpetCotton,soap
grass,4,carpet,soap
grass,0,wood,soap
grass,0,carpetCotton,soap
grass,9,floor,soap
grass,8,floor,soap
grass,5,floor,soap
grass,12,floor,soap
grass,4,floor,soap
grass,3,carpetCotton,soap
grass,7,floor,soap
grass,4,carpet,soap
grass,5,wood,soap
grass,14,carpet,soap
grass,5,carpet,soap
grass,1,wood,soap
grass,8,floor,soap
grass,12,carpet,soap
grass,5,floor,soap
grass,14,wood,soap
grass,9,floor,soap
grass,11,wood,soap
grass,1,wood,soap
grass,11,carpetCotton,soap
grass,3,wood,soap
grass,14,carpet,soap
grass,12,carpet,soap
grass,14,wood,soap
grass,5,wood,soap
grass,8,carpet,soap
grass,15,carpet,soap
grass,6,carpetCotton,soap
grass,3,carpet,soap
grass,11,carpet,soap
grass,12,carpetCotton,soap
grass,0,floor,soap
grass,0,carpetCotton,soap
grass,12,carpetCotton,soap
grass,10,floor,soap
grass,13,carpetCotton,soap
grass,3,carpetCotton,soap
grass,1,carpet,soap
grass,9,carpet,soap
grass,9,carpetCotton,soap
grass,3,carpetCotton,soap
grass,8,carpet,soap
grass,15,wood,soap
grass,5,carpetCotton,soap
grass,11,carpet,soap
grass,15,carpet,soap
grass,14,carpet,soap
grass,8,floor,soap
grass,1,carpet,soap
grass,3,carpet,soap
grass,12,wood,soap
grass,13,carpetCotton,soap
grass,3,wood,soap
grass,14,floor,soap
grass,0,wood,soap
grass,12,carpet,soap
grass,9,wood,soap
grass,6,carpet,soap
grass,2,carpet,soap
grass,3,carpetCotton,soap
grass,5,wood,soap
grass,2,carpetCotton,soap
grass,4,wood,soap
grass,11,carpet,soap
grass,3,wood,soap
grass,15,floor,soap
grass,13,carpet,soap
grass,0,floor,soap
grass,3,carpet,soap
grass,13,floor,soap
grass,0,wood,soap
grass,5,wood,soap
grass,13,carpet,soap
grass,14,carpetCotton,soap
grass,10,carpet,soap
grass,12,carpet,soap
grass,2,carpetCotton,soap
grass,12,carpet,soap
grass,13,wood,soap
grass,11,floor,soap
grass,12,carpetCotton,soap
grass,9,carpet,soap
grass,3,wood,soap
grass,7,carpetCotton,soap
grass,11,carpetCotton,soap
grass,15,floor,soap
grass,13,floor,soap
grass,7,floor,soap
grass,11,floor,soap
grass,0,carpetCotton,soap
grass,11,floor,soap
grass,8,carpetCotton,soap
grass,1,carpetCotton,soap
grass,15,floor,soap
grass,3,floor,soap
grass,1,wood,soap
grass,5,wood,soap
grass,9,wood,soap
grass,8,wood,soap
grass,10,carpet,soap
grass,8,wood,soap
water,15,carpet,soap
water,27,carpetCotton,soap
water,26,carpetCotton,soap
water,39,carpetCotton,soap
water,25,floor,soap
water,23,carpetCotton,soap
water,18,floor,soap
water,12,floor,soap
water,34,wood,soap
water,40,carpet,soap
water,41,carpet,soap
water,22,carpetCotton,soap
water,19,carpetCotton,soap
water,45,carpetCotton,soap
water,31,carpetCotton,soap
water,43,wood,soap
water,17,floor,soap
water,13,carpet,soap
water,40,floor,soap
water,18,floor,soap
water,14,carpetCotton,soap
water,27,carpet,soap
water,22,carpetCotton,soap
water,21,floor,soap
water,28,carpet,soap
water,20,carpetCotton,soap
water,20,wood,soap
water,19,floor,soap
water,24,floor,soap
water,15,carpetCotton,soap
water,16,floor,soap
water,44,floor,soap
water,16,wood,soap
water,21,carpetCotton,soap
water,11,wood,soap
water,35,carpetCotton,soap
water,44,floor,soap
water,14,carpet,soap
water,16,carpetCotton,soap
water,22,carpetCotton,soap
water,31,carpet,soap
water,21,floor,soap
water,36,carpet,soap
water,33,wood,soap
water,44,wood,soap
water,45,wood,soap
water,36,carpetCotton,soap
water,36,floor,soap
water,38,floor,soap
water,44,floor,soap
water,36,floor,soap
water,29,wood,soap
water,42,wood,soap
water,12,wood,soap
water,27,wood,soap
water,12,floor,soap
water,38,carpetCotton,soap
water,42,wood,soap
water,34,carpet,soap
water,41,floor,soap
water,12,wood,soap
water,33,wood,soap
water,42,floor,soap
water,28,carpet,soap
water,28,carpetCotton,soap
water,28,wood,soap
water,45,carpetCotton,soap
water,33,carpetCotton,soap
water,16,wood,soap
water,11,wood,soap
water,43,floor,soap
water,18,wood,soap
water,40,floor,soap
water,33,carpet,soap
water,22,carpet,soap
water,36,floor,soap
water,43,carpet,soap
water,29,carpet,soap
water,35,carpet,soap
water,24,carpet,soap
water,44,wood,soap
water,39,carpet,soap
water,31,carpet,soap
water,30,floor,soap
water,33,floor,soap
water,32,carpet,soap
water,11,floor,soap
water,20,wood,soap
water,24,carpet,soap
water,16,carpet,soap
water,27,carpet,soap
water,15,wood,soap
water,25,wood,soap
water,31,carpetCotton,soap
water,19,carpetCotton,soap
water,24,carpetCotton,soap
water,31,floor,soap
water,26,wood,soap
water,39,wood,soap
water,29,carpetCotton,soap
water,41,wood,soap
water,33,wood,soap
water,42,floor,soap
water,19,wood,soap
water,40,floor,soap
water,15,wood,soap
water,27,wood,soap
water,26,carpet,soap
water,16,floor,soap
water,33,carpet,soap
water,39,floor,soap
water,21,floor,soap
water,32,wood,soap
water,38,carpet,soap
water,27,floor,soap
water,28,carpetCotton,soap
water,14,carpet,soap
water,11,floor,soap
water,27,carpet,soap
water,35,wood,soap
water,15,floor,soap
water,16,wood,soap
water,16,floor,soap
water,36,carpet,soap
water,38,carpet,soap
water,37,floor,soap
water,38,floor,soap
water,23,floor,soap
water,18,wood,soap
water,11,carpet,soap
water,39,wood,soap
water,39,carpetCotton,soap
water,20,carpetCotton,soap
water,35,floor,soap
water,35,wood,soap
water,21,wood,soap
water,41,floor,soap
water,30,wood,soap
water,25,carpetCotton,soap
water,42,carpetCotton,soap
water,23,carpet,soap
water,13,carpet,soap
water,44,wood,soap
water,36,carpet,soap
water,14,carpet,soap
water,35,carpet,soap
water,23,carpet,soap
water,22,floor,soap
water,16,wood,soap
water,16,carpet,soap
water,19,carpet,soap
water,21,carpet,soap
water,30,wood,soap
water,40,wood,soap
water,37,carpet,soap
water,13,floor,soap
water,28,wood,soap
water,28,carpetCotton,soap
water,25,carpetCotton,soap
water,12,carpet,soap
water,18,wood,soap
water,40,carpet,soap
water,32,carpetCotton,soap
water,19,carpet,soap
water,25,carpetCotton,soap
water,15,wood,soap
water,25,carpet,soap
water,32,wood,soap
water,24,carpet,soap
water,13,carpet,soap
water,26,wood,soap
water,12,carpet,soap
water,30,wood,soap
water,32,carpet,soap
water,42,wood,soap
water,44,carpet,soap
water,45,carpetCotton,soap
water,19,floor,soap
water,31,wood,soap
water,19,carpet,soap
water,45,floor,soap
water,13,floor,soap
water,21,carpetCotton,soap
water,24,wood,soap
water,40,carpet,soap
water,20,carpet,soap
water,28,carpetCotton,soap
water,39,carpetCotton,soap
water,33,carpetCotton,soap
water,21,wood,soap
water,35,carpet,soap
water,34,floor,soap
water,13,carpet,soap
water,17,floor,soap
water,35,carpet,soap
water,40,wood,soap
water,38,carpetCotton,soap
water,36,carpet,soap
water,35,carpetCotton,soap
water,29,wood,soap
oil,88,floor,solvent
oil,65,floor,solvent
oil,98,floor,solvent
oil,97,floor,solvent
oil,76,floor,solvent
oil,60,floor,solvent
oil,61,floor,solvent
oil,73,floor,solvent
oil,97,floor,solvent
oil,98,floor,solvent
oil,94,floor,solvent
oil,65,floor,solvent
oil,69,floor,solvent
oil,64,floor,solvent
oil,71,floor,solvent
oil,90,floor,solvent
oil,96,floor,solvent
oil,93,floor,solvent
oil,76,floor,solvent
oil,61,floor,solvent
oil,84,floor,solvent
oil,58,floor,solvent
oil,90,floor,solvent
oil,99,floor,solvent
oil,93,floor,solvent
oil,57,floor,solvent
oil,91,floor,solvent
oil,98,floor,solvent
oil,73,floor,solvent
oil,57,floor,solvent
oil,58,floor,solvent
oil,88,floor,solvent
oil,97,floor,solvent
oil,79,floor,solvent
oil,85,floor,solvent
oil,91,floor,solvent
oil,67,floor,solvent
oil,98,floor,solvent
oil,83,floor,solvent
oil,68,floor,solvent
oil,66,floor,solvent
oil,79,floor,solvent
oil,66,floor,solvent
oil,64,floor,solvent
oil,89,floor,solvent
oil,74,floor,solvent
oil,95,floor,solvent
oil,81,floor,solvent
oil,89,floor,solvent
oil,90,floor,solvent
oil,94,floor,solvent
oil,75,floor,solvent
oil,90,floor,solvent
oil,97,floor,solvent
oil,72,floor,solvent
oil,80,floor,solvent
oil,72,floor,solvent
oil,97,floor,solvent
oil,89,floor,solvent
oil,84,floor,solvent
oil,77,floor,solvent
oil,90,floor,solvent
oil,99,floor,solvent
oil,91,floor,solvent
oil,60,floor,solvent
oil,86,floor,solvent
oil,67,floor,solvent
oil,68,floor,solvent
oil,82,floor,solvent
oil,72,floor,solvent
oil,69,floor,solvent
oil,65,floor,solvent
oil,62,floor,solvent
oil,70,floor,solvent
oil,69,floor,solvent
oil,95,floor,solvent
oil,94,floor,solvent
oil,86,floor,solvent
oil,80,floor,solvent
oil,66,floor,solvent
oil,81,floor,solvent
oil,63,floor,solvent
oil,98,floor,solvent
oil,73,floor,solvent
oil,85,floor,solvent
oil,70,floor,solvent
oil,68,floor,solvent
oil,88,floor,solvent
oil,65,floor,solvent
oil,81,floor,solvent
oil,70,floor,solvent
oil,75,floor,solvent
oil,78,floor,solvent
oil,57,floor,solvent
oil,93,floor,solvent
oil,80,floor,solvent
oil,92,floor,solvent
oil,80,floor,solvent
oil,71,floor,solvent
oil,59,floor,solvent
oil,96,floor,solvent
oil,62,floor,solvent
oil,94,floor,solvent
oil,57,floor,solvent
oil,97,floor,solvent
oil,71,floor,solvent
oil,88,floor,solvent
oil,86,floor,solvent
oil,98,floor,solvent
oil,79,floor,solvent
oil,92,floor,solvent
oil,65,floor,solvent
oil,72,floor,solvent
oil,78,floor,solvent
oil,61,floor,solvent
oil,92,floor,solvent
oil,75,floor,solvent
oil,86,floor,solvent
oil,95,floor,solvent
oil,81,floor,solvent
oil,73,floor,solvent
oil,64,floor,solvent
oil,67,floor,solvent
oil,96,floor,solvent
oil,81,floor,solvent
oil,73,floor,solvent
oil,93,floor,solvent
oil,62,floor,solvent
oil,63,floor,solvent
oil,72,floor,solvent
oil,93,floor,solvent
oil,85,floor,solvent
oil,93,floor,solvent
oil,63,floor,solvent
oil,68,floor,solvent
oil,90,floor,solvent
oil,87,floor,solvent
oil,99,floor,solvent
oil,57,floor,solvent
oil,85,floor,solvent
oil,82,floor,solvent
oil,57,floor,solvent
oil,66,floor,solvent
oil,65,floor,solvent
oil,94,floor,solvent
oil,62,floor,solvent
oil,68,floor,solvent
oil,59,floor,solvent
oil,57,floor,solvent
oil,82,floor,solvent
oil,77,floor,solvent
oil,75,floor,solvent
oil,81,floor,solvent
oil,61,floor,solvent
oil,94,floor,solvent
oil,100,floor,solvent
oil,75,floor,solvent
oil,87,floor,solvent
oil,68,floor,solvent
oil,81,floor,solvent
oil,74,floor,solvent
oil,88,floor,solvent
oil,86,floor,solvent
oil,93,floor,solvent
oil,88,floor,solvent
oil,83,floor,solvent
oil,70,floor,solvent
oil,85,floor,solvent
oil,61,floor,solvent
oil,74,floor,solvent
oil,88,floor,solvent
oil,94,floor,solvent
oil,99,floor,solvent
oil,91,floor,solvent
oil,62,floor,solvent
oil,68,floor,solvent
oil,63,floor,solvent
oil,58,floor,solvent
oil,72,floor,solvent
oil,61,floor,solvent
oil,96,floor,solvent
oil,92,floor,solvent
oil,57,floor,solvent
oil,70,floor,solvent
oil,83,floor,solvent
oil,90,floor,solvent
oil,63,floor,solvent
oil,57,floor,solvent
oil,82,floor,solvent
oil,91,floor,solvent
oil,93,floor,solvent
oil,69,floor,solvent
oil,85,floor,solvent
oil,69,floor,solvent
oil,59,floor,solvent
oil,62,floor,solvent
oil,59,floor,solvent
wine,80,floor,solvent
wine,62,floor,solvent
wine,69,floor,solvent
wine,72,floor,solvent
wine,75,floor,solvent
wine,79,floor,solvent
wine,61,floor,solvent
wine,67,floor,solvent
wine,78,floor,solvent
wine,74,floor,solvent
wine,65,floor,solvent
wine,79,floor,solvent
wine,70,floor,solvent
wine,74,floor,solvent
wine,61,floor,solvent
wine,67,floor,solvent
wine,74,floor,solvent
wine,66,floor,solvent
wine,75,floor,solvent
wine,79,floor,solvent
wine,77,floor,solvent
wine,72,floor,solvent
wine,62,floor,solvent
wine,72,floor,solvent
wine,61,floor,solvent
wine,74,floor,solvent
wine,79,floor,solvent
wine,63,floor,solvent
wine,68,floor,solvent
wine,77,floor,solvent
wine,72,floor,solvent
wine,73,floor,solvent
wine,65,floor,solvent
wine,66,floor,solvent
wine,65,floor,solvent
wine,73,floor,solvent
wine,76,floor,solvent
wine,71,floor,solvent
wine,63,floor,solvent
wine,69,floor,solvent
wine,65,floor,solvent
wine,75,floor,solvent
wine,80,floor,solvent
wine,63,floor,solvent
wine,70,floor,solvent
wine,67,floor,solvent
wine,70,floor,solvent
wine,71,floor,solvent
wine,75,floor,solvent
wine,72,floor,solvent
wine,65,floor,solvent
wine,61,floor,solvent
wine,70,floor,solvent
wine,62,floor,solvent
wine,64,floor,solvent
wine,62,floor,solvent
wine,68,floor,solvent
wine,69,floor,solvent
wine,77,floor,solvent
wine,63,floor,solvent
wine,70,floor,solvent
wine,71,floor,solvent
wine,61,floor,solvent
wine,69,floor,solvent
wine,72,floor,solvent
wine,69,floor,solvent
wine,62,floor,solvent
wine,72,floor,solvent
wine,63,floor,solvent
wine,74,floor,solvent
wine,68,floor,solvent
wine,78,floor,solvent
wine,77,floor,solvent
wine,65,floor,solvent
wine,68,floor,solvent
wine,78,floor,solvent
wine,65,floor,solvent
wine,70,floor,solvent
wine,76,floor,solvent
wine,77,floor,solvent
wine,64,floor,solvent
wine,69,floor,solvent
wine,76,floor,solvent
wine,74,floor,solvent
wine,63,floor,solvent
wine,78,floor,solvent
wine,66,floor,solvent
wine,71,floor,solvent
wine,67,floor,solvent
wine,63,floor,solvent
wine,70,floor,solvent
wine,63,floor,solvent
wine,68,floor,solvent
wine,78,floor,solvent
wine,79,floor,solvent
wine,71,floor,solvent
wine,79,floor,solvent
wine,61,floor,solvent
wine,80,floor,solvent
wine,74,floor,solvent
wine,61,floor,solvent
wine,76,floor,solvent
wine,69,floor,solvent
wine,70,floor,solvent
wine,67,floor,solvent
wine,70,floor,solvent
wine,61,floor,solvent
wine,64,floor,solvent
wine,65,floor,solvent
wine,67,floor,solvent
wine,79,floor,solvent
wine,74,floor,solvent
wine,78,floor,solvent
wine,76,floor,solvent
wine,66,floor,solvent
wine,67,floor,solvent
wine,79,floor,solvent
wine,74,floor,solvent
wine,80,floor,solvent
wine,68,floor,solvent
wine,75,floor,solvent
wine,68,floor,solvent
wine,72,floor,solvent
wine,66,floor,solvent
wine,67,floor,solvent
wine,69,floor,solvent
wine,77,floor,solvent
wine,64,floor,solvent
wine,73,floor,solvent
wine,62,floor,solvent
wine,75,floor,solvent
wine,80,floor,solvent
wine,65,floor,solvent
wine,69,floor,solvent
wine,70,floor,solvent
wine,71,floor,solvent
wine,76,floor,solvent
wine,64,floor,solvent
wine,74,floor,solvent
wine,63,floor,solvent
wine,78,floor,solvent
wine,77,floor,solvent
wine,76,floor,solvent
wine,63,floor,solvent
wine,65,floor,solvent
wine,71,floor,solvent
wine,79,floor,solvent
wine,70,floor,solvent
wine,79,floor,solvent
wine,62,floor,solvent
wine,80,floor,solvent
wine,63,floor,solvent
wine,80,floor,solvent
wine,66,floor,solvent
wine,68,floor,solvent
wine,80,floor,solvent
wine,74,floor,solvent
wine,64,floor,solvent
wine,77,floor,solvent
wine,63,floor,solvent
wine,80,floor,solvent
wine,61,floor,solvent
wine,77,floor,solvent
wine,76,floor,solvent
wine,70,floor,solvent
wine,69,floor,solvent
wine,74,floor,solvent
wine,79,floor,solvent
wine,63,floor,solvent
wine,70,floor,solvent
wine,77,floor,solvent
wine,74,floor,solvent
wine,70,floor,solvent
wine,74,floor,solvent
wine,77,floor,solvent
wine,78,floor,solvent
wine,68,floor,solvent
wine,63,floor,solvent
wine,62,floor,solvent
wine,74,floor,solvent
wine,79,floor,solvent
wine,66,floor,solvent
wine,62,floor,solvent
wine,77,floor,solvent
wine,61,floor,solvent
coffee,72,carpet,spray
coffee,90,floor,spray
coffee,93,carpet,spray
coffee,86,carpet,spray
coffee,93,floor,spray
coffee,95,carpet,spray
coffee,99,carpet,spray
coffee,79,floor,spray
coffee,96,floor,spray
coffee,66,floor,spray
coffee,93,floor,spray
coffee,87,floor,spray
coffee,81,floor,spray
coffee,79,carpet,spray
coffee,83,floor,spray
coffee,78,carpet,spray
coffee,76,carpet,spray
coffee,93,carpet,spray
coffee,94,carpet,spray
coffee,98,carpet,spray
coffee,89,carpet,spray
coffee,62,carpet,spray
coffee,80,carpet,spray
coffee,75,floor,spray
coffee,90,carpet,spray
coffee,89,floor,spray
coffee,88,carpet,spray
coffee,84,floor,spray
coffee,67,carpet,spray
coffee,80,carpet,spray
coffee,100,floor,spray
coffee,73,carpet,spray
coffee,77,floor,spray
coffee,69,floor,spray
coffee,64,floor,spray
coffee,75,carpet,spray
coffee,79,floor,spray
coffee,96,floor,spray
coffee,69,floor,spray
coffee,61,floor,spray
coffee,92,floor,spray
coffee,82,carpet,spray
coffee,64,floor,spray
coffee,92,carpet,spray
coffee,65,carpet,spray
coffee,72,floor,spray
coffee,74,carpet,spray
coffee,91,carpet,spray
coffee,77,carpet,spray
coffee,74,floor,spray
coffee,100,floor,spray
coffee,92,floor,spray
coffee,66,floor,spray
coffee,99,carpet,spray
coffee,76,floor,spray
coffee,71,floor,spray
coffee,81,floor,spray
coffee,64,floor,spray
coffee,68,floor,spray
coffee,78,floor,spray
coffee,93,floor,spray
coffee,95,carpet,spray
coffee,84,floor,spray
coffee,91,floor,spray
coffee,96,floor,spray
coffee,69,floor,spray
coffee,99,carpet,spray
coffee,70,floor,spray
coffee,70,carpet,spray
coffee,64,carpet,spray
coffee,74,floor,spray
coffee,82,floor,spray
coffee,70,carpet,spray
coffee,91,floor,spray
coffee,76,carpet,spray
coffee,94,carpet,spray
coffee,87,carpet,spray
coffee,72,carpet,spray
coffee,69,carpet,spray
coffee,68,floor,spray
coffee,90,floor,spray
coffee,95,floor,spray
coffee,81,floor,spray
coffee,100,carpet,spray
coffee,64,floor,spray
coffee,74,floor,spray
coffee,72,floor,spray
coffee,69,floor,spray
coffee,91,carpet,spray
coffee,81,carpet,spray
coffee,100,floor,spray
coffee,96,floor,spray
coffee,62,carpet,spray
coffee,67,carpet,spray
coffee,86,carpet,spray
coffee,73,carpet,spray
coffee,76,carpet,spray
coffee,97,floor,spray
coffee,90,carpet,spray
coffee,64,carpet,spray
coffee,77,floor,spray
coffee,93,floor,spray
coffee,83,carpet,spray
coffee,90,floor,spray
coffee,77,carpet,spray
coffee,98,carpet,spray
coffee,86,carpet,spray
coffee,91,floor,spray
coffee,75,carpet,spray
coffee,87,carpet,spray
coffee,65,floor,spray
coffee,81,floor,spray
coffee,72,floor,spray
coffee,100,floor,spray
coffee,67,floor,spray
coffee,82,carpet,spray
coffee,83,carpet,spray
coffee,90,carpet,spray
coffee,100,floor,spray
coffee,72,floor,spray
coffee,96,carpet,spray
coffee,80,floor,spray
coffee,73,carpet,spray
coffee,62,carpet,spray
coffee,66,floor,spray
coffee,78,floor,spray
coffee,75,floor,spray
coffee,87,floor,spray
coffee,62,floor,spray
coffee,83,carpet,spray
coffee,83,floor,spray
coffee,92,floor,spray
coffee,64,carpet,spray
coffee,68,carpet,spray
coffee,74,carpet,spray
coffee,75,carpet,spray
coffee,77,floor,spray
coffee,93,carpet,spray
coffee,95,carpet,spray
coffee,72,carpet,spray
coffee,86,carpet,spray
coffee,68,carpet,spray
coffee,85,carpet,spray
coffee,75,floor,spray
coffee,84,floor,spray
coffee,92,carpet,spray
coffee,97,carpet,spray
coffee,98,floor,spray
coffee,79,carpet,spray
coffee,73,floor,spray
coffee,72,floor,spray
coffee,100,floor,spray
coffee,99,floor,spray
coffee,100,carpet,spray
coffee,63,floor,spray
coffee,91,carpet,spray
coffee,78,floor,spray
coffee,79,floor,spray
coffee,78,carpet,spray
coffee,75,carpet,spray
coffee,99,floor,spray
coffee,68,floor,spray
coffee,95,carpet,spray
coffee,78,carpet,spray
coffee,64,carpet,spray
coffee,69,carpet,spray
coffee,67,carpet,spray
coffee,73,floor,spray
coffee,74,floor,spray
coffee,99,floor,spray
coffee,89,carpet,spray
coffee,78,carpet,spray
coffee,83,carpet,spray
coffee,78,carpet,spray
coffee,63,carpet,spray
coffee,94,floor,spray
coffee,75,carpet,spray
